Время;Давление, атм
14.03.2024 15:31:56:726;30,01
14.03.2024 15:31:56:804;30,02
14.03.2024 15:31:56:882;30,01
14.03.2024 15:31:56:961;30,01
14.03.2024 15:31:57:039;30,01
14.03.2024 15:31:57:352;30,01
14.03.2024 15:31:57:430;30,02
14.03.2024 15:31:57:508;30,01
14.03.2024 15:31:58:289;30,01
14.03.2024 15:31:58:367;30,02
14.03.2024 15:31:58:445;30,01
14.03.2024 15:31:58:524;30,02
14.03.2024 15:31:58:602;30,01
14.03.2024 15:31:58:680;30,02
14.03.2024 15:31:58:758;30,01
14.03.2024 15:31:59:383;30,01
14.03.2024 15:31:59:462;30,02
14.03.2024 15:31:59:540;30,01
14.03.2024 15:31:59:618;30,01
14.03.2024 15:31:59:696;30,02
14.03.2024 15:31:59:790;30,01
14.03.2024 15:32:00:024;30,01
14.03.2024 15:32:00:102;30,02
14.03.2024 15:32:00:180;30,02
14.03.2024 15:32:00:258;30,01
14.03.2024 15:32:00:571;30,01
14.03.2024 15:32:00:649;30,02
14.03.2024 15:32:00:805;30,02
14.03.2024 15:32:00:884;30,01
14.03.2024 15:32:00:962;30,02
14.03.2024 15:32:01:040;30,01
14.03.2024 15:32:01:665;30,01
14.03.2024 15:32:01:743;30,03
14.03.2024 15:32:01:821;30,02
14.03.2024 15:32:01:900;30,02
14.03.2024 15:32:01:978;30,01
14.03.2024 15:32:02:056;30,01
14.03.2024 15:32:02:212;30,01
14.03.2024 15:32:02:290;30,02
14.03.2024 15:32:02:369;30,02
14.03.2024 15:32:02:447;30,01
14.03.2024 15:32:02:681;30,01
14.03.2024 15:32:02:759;30,02
14.03.2024 15:32:02:837;30,01
14.03.2024 15:32:02:915;30,02
14.03.2024 15:32:02:994;30,01
14.03.2024 15:32:03:072;30,02
14.03.2024 15:32:03:150;30,02
14.03.2024 15:32:03:228;30,01
14.03.2024 15:32:03:931;30,01
14.03.2024 15:32:04:010;30,01
14.03.2024 15:32:04:244;30,01
14.03.2024 15:32:04:322;30,02
14.03.2024 15:32:04:400;30,01
14.03.2024 15:32:04:479;30,02
14.03.2024 15:32:04:635;30,02
14.03.2024 15:32:04:728;30,01
14.03.2024 15:32:05:041;30,01
14.03.2024 15:32:05:119;30,02
14.03.2024 15:32:05:197;30,01
14.03.2024 15:32:05:744;30,01
14.03.2024 15:32:05:823;30,02
14.03.2024 15:32:05:901;30,02
14.03.2024 15:32:05:979;30,01
14.03.2024 15:32:06:057;30,02
14.03.2024 15:32:06:136;30,01
14.03.2024 15:32:06:213;30,01
14.03.2024 15:32:06:291;30,02
14.03.2024 15:32:06:370;30,02
14.03.2024 15:32:06:448;30,01
14.03.2024 15:32:06:527;30,02
14.03.2024 15:32:06:776;30,02
14.03.2024 15:32:06:854;30,01
14.03.2024 15:32:06:932;30,02
14.03.2024 15:32:07:010;30,01
14.03.2024 15:32:07:167;30,02
14.03.2024 15:32:07:245;30,01
14.03.2024 15:32:07:323;30,02
14.03.2024 15:32:07:401;30,01
14.03.2024 15:32:07:636;30,01
14.03.2024 15:32:07:714;30,02
14.03.2024 15:32:07:792;30,02
14.03.2024 15:32:07:870;30,01
14.03.2024 15:32:07:948;30,01
14.03.2024 15:32:08:042;30,02
14.03.2024 15:32:08:121;30,01
14.03.2024 15:32:08:355;30,01
14.03.2024 15:32:08:433;30,02
14.03.2024 15:32:08:605;30,02
14.03.2024 15:32:08:683;30,01
14.03.2024 15:32:08:996;30,01
14.03.2024 15:32:09:074;30,02
14.03.2024 15:32:09:152;30,01
14.03.2024 15:32:09:230;30,02
14.03.2024 15:32:09:308;30,01
14.03.2024 15:32:09:464;30,01
14.03.2024 15:32:09:543;30,02
14.03.2024 15:32:09:621;30,01
14.03.2024 15:32:10:012;30,01
14.03.2024 15:32:10:090;30,02
14.03.2024 15:32:10:168;30,01
14.03.2024 15:32:10:246;30,01
14.03.2024 15:32:10:324;30,02
14.03.2024 15:32:10:402;30,01
14.03.2024 15:32:10:480;30,02
14.03.2024 15:32:10:559;30,01
14.03.2024 15:32:11:996;30,01
14.03.2024 15:32:12:075;30,02
14.03.2024 15:32:12:153;30,01
14.03.2024 15:32:12:231;30,02
14.03.2024 15:32:12:465;30,02
14.03.2024 15:32:12:544;30,01
14.03.2024 15:32:13:560;30,01
14.03.2024 15:32:13:638;30,02
14.03.2024 15:32:13:716;30,01
14.03.2024 15:32:13:794;30,01
14.03.2024 15:32:13:872;30,02
14.03.2024 15:32:13:950;30,02
14.03.2024 15:32:14:028;30,02
14.03.2024 15:32:14:107;30,02
14.03.2024 15:32:14:184;30,01
14.03.2024 15:32:14:341;30,01
14.03.2024 15:32:14:419;30,01
14.03.2024 15:32:14:497;30
14.03.2024 15:32:14:575;29,99
14.03.2024 15:32:14:654;29,98
14.03.2024 15:32:14:810;29,98
14.03.2024 15:32:14:888;29,98
14.03.2024 15:32:14:966;29,98
14.03.2024 15:32:15:044;29,97
14.03.2024 15:32:15:123;29,96
14.03.2024 15:32:15:279;29,96
14.03.2024 15:32:15:357;29,96
14.03.2024 15:32:15:435;29,95
14.03.2024 15:32:15:513;29,95
14.03.2024 15:32:15:591;29,94
14.03.2024 15:32:15:670;29,94
14.03.2024 15:32:15:747;29,93
14.03.2024 15:32:15:826;29,93
14.03.2024 15:32:15:904;29,93
14.03.2024 15:32:15:982;29,93
14.03.2024 15:32:16:076;29,92
14.03.2024 15:32:16:154;29,91
14.03.2024 15:32:16:310;29,91
14.03.2024 15:32:16:388;29,9
14.03.2024 15:32:16:466;29,9
14.03.2024 15:32:16:545;29,88
14.03.2024 15:32:16:779;29,88
14.03.2024 15:32:16:857;29,88
14.03.2024 15:32:16:936;29,88
14.03.2024 15:32:17:014;29,86
14.03.2024 15:32:17:092;29,87
14.03.2024 15:32:17:170;29,86
14.03.2024 15:32:17:248;29,85
14.03.2024 15:32:17:326;29,85
14.03.2024 15:32:17:404;29,83
14.03.2024 15:32:17:482;29,84
14.03.2024 15:32:17:561;29,83
14.03.2024 15:32:17:717;29,83
14.03.2024 15:32:17:795;29,83
14.03.2024 15:32:17:873;29,83
14.03.2024 15:32:17:951;29,82
14.03.2024 15:32:18:030;29,82
14.03.2024 15:32:18:123;29,8
14.03.2024 15:32:18:358;29,8
14.03.2024 15:32:18:436;29,8
14.03.2024 15:32:18:514;29,79
14.03.2024 15:32:18:592;29,79
14.03.2024 15:32:18:671;29,79
14.03.2024 15:32:18:748;29,78
14.03.2024 15:32:18:905;29,78
14.03.2024 15:32:18:983;29,77
14.03.2024 15:32:19:061;29,77
14.03.2024 15:32:19:139;29,77
14.03.2024 15:32:19:217;29,76
14.03.2024 15:32:19:295;29,75
14.03.2024 15:32:19:373;29,75
14.03.2024 15:32:19:452;29,75
14.03.2024 15:32:19:546;29,75
14.03.2024 15:32:19:624;29,74
14.03.2024 15:32:19:702;29,74
14.03.2024 15:32:19:780;29,74
14.03.2024 15:32:19:858;29,74
14.03.2024 15:32:19:936;29,73
14.03.2024 15:32:20:014;29,73
14.03.2024 15:32:20:186;29,72
14.03.2024 15:32:20:264;29,72
14.03.2024 15:32:20:343;29,71
14.03.2024 15:32:20:421;29,72
14.03.2024 15:32:20:499;29,71
14.03.2024 15:32:20:577;29,71
14.03.2024 15:32:20:655;29,7
14.03.2024 15:32:20:733;29,69
14.03.2024 15:32:20:811;29,69
14.03.2024 15:32:20:890;29,7
14.03.2024 15:32:20:968;29,69
14.03.2024 15:32:21:046;29,68
14.03.2024 15:32:21:124;29,67
14.03.2024 15:32:21:202;29,67
14.03.2024 15:32:21:280;29,67
14.03.2024 15:32:21:358;29,66
14.03.2024 15:32:21:437;29,66
14.03.2024 15:32:21:515;29,66
14.03.2024 15:32:21:593;29,64
14.03.2024 15:32:21:671;29,63
14.03.2024 15:32:21:827;29,63
14.03.2024 15:32:21:906;29,63
14.03.2024 15:32:21:984;29,61
14.03.2024 15:32:22:062;29,61
14.03.2024 15:32:22:156;29,6
14.03.2024 15:32:22:234;29,6
14.03.2024 15:32:22:312;29,59
14.03.2024 15:32:22:390;29,59
14.03.2024 15:32:22:468;29,58
14.03.2024 15:32:22:547;29,57
14.03.2024 15:32:22:624;29,56
14.03.2024 15:32:22:703;29,56
14.03.2024 15:32:22:781;29,55
14.03.2024 15:32:22:859;29,55
14.03.2024 15:32:22:937;29,55
14.03.2024 15:32:23:015;29,55
14.03.2024 15:32:23:094;29,55
14.03.2024 15:32:23:171;29,54
14.03.2024 15:32:23:250;29,54
14.03.2024 15:32:23:328;29,53
14.03.2024 15:32:23:406;29,53
14.03.2024 15:32:23:484;29,53
14.03.2024 15:32:23:563;29,52
14.03.2024 15:32:23:641;29,53
14.03.2024 15:32:23:719;29,51
14.03.2024 15:32:23:797;29,51
14.03.2024 15:32:23:875;29,51
14.03.2024 15:32:23:953;29,51
14.03.2024 15:32:24:031;29,5
14.03.2024 15:32:24:110;29,5
14.03.2024 15:32:24:187;29,49
14.03.2024 15:32:24:266;29,48
14.03.2024 15:32:24:344;29,48
14.03.2024 15:32:24:422;29,47
14.03.2024 15:32:24:500;29,46
14.03.2024 15:32:24:578;29,46
14.03.2024 15:32:24:656;29,45
14.03.2024 15:32:24:734;29,44
14.03.2024 15:32:24:813;29,43
14.03.2024 15:32:24:891;29,42
14.03.2024 15:32:24:969;29,42
14.03.2024 15:32:25:047;29,42
14.03.2024 15:32:25:126;29,4
14.03.2024 15:32:25:204;29,41
14.03.2024 15:32:25:281;29,39
14.03.2024 15:32:25:360;29,4
14.03.2024 15:32:25:438;29,37
14.03.2024 15:32:25:516;29,37
14.03.2024 15:32:25:610;29,36
14.03.2024 15:32:25:688;29,35
14.03.2024 15:32:25:766;29,34
14.03.2024 15:32:25:844;29,33
14.03.2024 15:32:25:922;29,32
14.03.2024 15:32:26:000;29,31
14.03.2024 15:32:26:079;29,29
14.03.2024 15:32:26:157;29,27
14.03.2024 15:32:26:235;29,26
14.03.2024 15:32:26:313;29,24
14.03.2024 15:32:26:548;29,24
14.03.2024 15:32:26:626;29,24
14.03.2024 15:32:26:704;29,23
14.03.2024 15:32:26:860;29,23
14.03.2024 15:32:26:938;29,23
14.03.2024 15:32:27:017;29,22
14.03.2024 15:32:27:173;29,22
14.03.2024 15:32:27:251;29,21
14.03.2024 15:32:27:329;29,21
14.03.2024 15:32:27:407;29,19
14.03.2024 15:32:27:485;29,19
14.03.2024 15:32:27:563;29,18
14.03.2024 15:32:27:642;29,17
14.03.2024 15:32:27:720;29,16
14.03.2024 15:32:27:798;29,15
14.03.2024 15:32:27:876;29,13
14.03.2024 15:32:27:954;29,11
14.03.2024 15:32:28:032;29,1
14.03.2024 15:32:28:110;29,08
14.03.2024 15:32:28:189;29,06
14.03.2024 15:32:28:267;29,04
14.03.2024 15:32:28:345;29,03
14.03.2024 15:32:28:423;29
14.03.2024 15:32:28:501;28,98
14.03.2024 15:32:28:580;28,95
14.03.2024 15:32:28:658;28,95
14.03.2024 15:32:28:736;28,94
14.03.2024 15:32:28:814;28,93
14.03.2024 15:32:28:892;28,93
14.03.2024 15:32:28:970;28,92
14.03.2024 15:32:29:048;28,91
14.03.2024 15:32:29:126;28,89
14.03.2024 15:32:29:205;28,89
14.03.2024 15:32:29:283;28,88
14.03.2024 15:32:29:361;28,87
14.03.2024 15:32:29:439;28,86
14.03.2024 15:32:29:517;28,86
14.03.2024 15:32:29:596;28,84
14.03.2024 15:32:29:674;28,84
14.03.2024 15:32:29:752;28,83
14.03.2024 15:32:29:830;28,81
14.03.2024 15:32:29:908;28,81
14.03.2024 15:32:29:986;28,79
14.03.2024 15:32:30:064;28,78
14.03.2024 15:32:30:142;28,77
14.03.2024 15:32:30:220;28,76
14.03.2024 15:32:30:299;28,75
14.03.2024 15:32:30:377;28,73
14.03.2024 15:32:30:455;28,71
14.03.2024 15:32:30:533;28,7
14.03.2024 15:32:30:627;28,68
14.03.2024 15:32:30:705;28,67
14.03.2024 15:32:30:783;28,64
14.03.2024 15:32:30:861;28,63
14.03.2024 15:32:30:939;28,61
14.03.2024 15:32:31:018;28,59
14.03.2024 15:32:31:096;28,57
14.03.2024 15:32:31:174;28,56
14.03.2024 15:32:31:252;28,54
14.03.2024 15:32:31:330;28,53
14.03.2024 15:32:31:409;28,51
14.03.2024 15:32:31:486;28,49
14.03.2024 15:32:31:565;28,48
14.03.2024 15:32:31:659;28,47
14.03.2024 15:32:31:737;28,45
14.03.2024 15:32:31:815;28,43
14.03.2024 15:32:31:893;28,42
14.03.2024 15:32:31:971;28,41
14.03.2024 15:32:32:049;28,39
14.03.2024 15:32:32:143;28,38
14.03.2024 15:32:32:221;28,36
14.03.2024 15:32:32:299;28,35
14.03.2024 15:32:32:377;28,33
14.03.2024 15:32:32:455;28,33
14.03.2024 15:32:32:534;28,31
14.03.2024 15:32:32:612;28,3
14.03.2024 15:32:32:690;28,27
14.03.2024 15:32:32:768;28,25
14.03.2024 15:32:32:846;28,2
14.03.2024 15:32:32:924;28,17
14.03.2024 15:32:33:003;28,07
14.03.2024 15:32:33:159;27,88
14.03.2024 15:32:33:237;27,8
14.03.2024 15:32:33:315;27,71
14.03.2024 15:32:33:394;27,63
14.03.2024 15:32:33:472;27,54
14.03.2024 15:32:33:550;27,46
14.03.2024 15:32:33:644;27,38
14.03.2024 15:32:33:721;27,27
14.03.2024 15:32:33:800;27,2
14.03.2024 15:32:33:878;27,11
14.03.2024 15:32:33:956;27,04
14.03.2024 15:32:34:034;26,95
14.03.2024 15:32:34:113;26,89
14.03.2024 15:32:34:191;26,8
14.03.2024 15:32:34:269;26,72
14.03.2024 15:32:34:347;26,65
14.03.2024 15:32:34:425;26,57
14.03.2024 15:32:34:503;26,5
14.03.2024 15:32:34:581;26,43
14.03.2024 15:32:34:660;26,35
14.03.2024 15:32:34:737;26,28
14.03.2024 15:32:34:816;26,22
14.03.2024 15:32:34:894;26,14
14.03.2024 15:32:34:972;26,07
14.03.2024 15:32:35:050;25,99
14.03.2024 15:32:35:128;25,93
14.03.2024 15:32:35:207;25,85
14.03.2024 15:32:35:284;25,79
14.03.2024 15:32:35:363;25,72
14.03.2024 15:32:35:441;25,65
14.03.2024 15:32:35:519;25,58
14.03.2024 15:32:35:597;25,5
14.03.2024 15:32:35:676;25,41
14.03.2024 15:32:35:753;25,34
14.03.2024 15:32:35:831;25,26
14.03.2024 15:32:35:910;25,2
14.03.2024 15:32:35:988;25,12
14.03.2024 15:32:36:067;25,05
14.03.2024 15:32:36:176;24,97
14.03.2024 15:32:36:253;24,89
14.03.2024 15:32:36:332;24,82
14.03.2024 15:32:36:410;24,75
14.03.2024 15:32:36:488;24,68
14.03.2024 15:32:36:566;24,62
14.03.2024 15:32:36:645;24,54
14.03.2024 15:32:36:722;24,48
14.03.2024 15:32:36:801;24,41
14.03.2024 15:32:36:879;24,35
14.03.2024 15:32:36:957;24,27
14.03.2024 15:32:37:035;24,22
14.03.2024 15:32:37:113;24,15
14.03.2024 15:32:37:191;24,08
14.03.2024 15:32:37:269;24,02
14.03.2024 15:32:37:348;23,95
14.03.2024 15:32:37:426;23,89
14.03.2024 15:32:37:504;23,82
14.03.2024 15:32:37:582;23,75
14.03.2024 15:32:37:661;23,7
14.03.2024 15:32:37:738;23,63
14.03.2024 15:32:37:816;23,57
14.03.2024 15:32:37:895;23,51
14.03.2024 15:32:37:973;23,44
14.03.2024 15:32:38:051;23,38
14.03.2024 15:32:38:129;23,32
14.03.2024 15:32:38:207;23,25
14.03.2024 15:32:38:285;23,19
14.03.2024 15:32:38:364;23,14
14.03.2024 15:32:38:442;23,07
14.03.2024 15:32:38:520;23,02
14.03.2024 15:32:38:598;22,96
14.03.2024 15:32:38:677;22,9
14.03.2024 15:32:38:754;22,84
14.03.2024 15:32:38:832;22,78
14.03.2024 15:32:38:911;22,73
14.03.2024 15:32:38:989;22,67
14.03.2024 15:32:39:067;22,6
14.03.2024 15:32:39:146;22,54
14.03.2024 15:32:39:224;22,49
14.03.2024 15:32:39:302;22,43
14.03.2024 15:32:39:380;22,37
14.03.2024 15:32:39:458;22,32
14.03.2024 15:32:39:536;22,27
14.03.2024 15:32:39:614;22,22
14.03.2024 15:32:39:693;22,17
14.03.2024 15:32:39:786;22,1
14.03.2024 15:32:39:864;22,04
14.03.2024 15:32:39:942;21,99
14.03.2024 15:32:40:020;21,93
14.03.2024 15:32:40:098;21,88
14.03.2024 15:32:40:177;21,82
14.03.2024 15:32:40:255;21,77
14.03.2024 15:32:40:333;21,72
14.03.2024 15:32:40:411;21,67
14.03.2024 15:32:40:489;21,62
14.03.2024 15:32:40:568;21,56
14.03.2024 15:32:40:646;21,51
14.03.2024 15:32:40:724;21,46
14.03.2024 15:32:40:802;21,41
14.03.2024 15:32:40:880;21,36
14.03.2024 15:32:40:958;21,3
14.03.2024 15:32:41:036;21,26
14.03.2024 15:32:41:115;21,21
14.03.2024 15:32:41:193;21,16
14.03.2024 15:32:41:271;21,11
14.03.2024 15:32:41:349;21,07
14.03.2024 15:32:41:427;21,02
14.03.2024 15:32:41:505;20,97
14.03.2024 15:32:41:583;20,92
14.03.2024 15:32:41:661;20,87
14.03.2024 15:32:41:740;20,82
14.03.2024 15:32:41:818;20,78
14.03.2024 15:32:41:896;20,74
14.03.2024 15:32:41:974;20,68
14.03.2024 15:32:42:052;20,65
14.03.2024 15:32:42:130;20,59
14.03.2024 15:32:42:208;20,55
14.03.2024 15:32:42:287;20,5
14.03.2024 15:32:42:365;20,46
14.03.2024 15:32:42:443;20,41
14.03.2024 15:32:42:521;20,37
14.03.2024 15:32:42:600;20,33
14.03.2024 15:32:42:677;20,28
14.03.2024 15:32:42:755;20,24
14.03.2024 15:32:42:834;20,21
14.03.2024 15:32:42:912;20,16
14.03.2024 15:32:42:990;20,12
14.03.2024 15:32:43:068;20,07
14.03.2024 15:32:43:146;20,03
14.03.2024 15:32:43:224;19,98
14.03.2024 15:32:43:302;19,95
14.03.2024 15:32:43:381;19,9
14.03.2024 15:32:43:459;19,86
14.03.2024 15:32:43:537;19,82
14.03.2024 15:32:43:615;19,78
14.03.2024 15:32:43:694;19,74
14.03.2024 15:32:43:771;19,7
14.03.2024 15:32:43:849;19,66
14.03.2024 15:32:43:928;19,62
14.03.2024 15:32:44:006;19,58
14.03.2024 15:32:44:084;19,54
14.03.2024 15:32:44:162;19,5
14.03.2024 15:32:44:240;19,46
14.03.2024 15:32:44:319;19,42
14.03.2024 15:32:44:397;19,38
14.03.2024 15:32:44:475;19,35
14.03.2024 15:32:44:553;19,3
14.03.2024 15:32:44:631;19,27
14.03.2024 15:32:44:709;19,22
14.03.2024 15:32:44:787;19,19
14.03.2024 15:32:44:865;19,15
14.03.2024 15:32:44:944;19,11
14.03.2024 15:32:45:022;19,08
14.03.2024 15:32:45:100;19,04
14.03.2024 15:32:45:178;19,01
14.03.2024 15:32:45:256;18,97
14.03.2024 15:32:45:334;18,59
14.03.2024 15:32:45:413;17,64
14.03.2024 15:32:45:491;16,83
14.03.2024 15:32:45:584;16,07
14.03.2024 15:32:45:663;15,27
14.03.2024 15:32:45:741;14,7
14.03.2024 15:32:45:819;14,15
14.03.2024 15:32:45:897;13,69
14.03.2024 15:32:45:975;13,25
14.03.2024 15:32:46:053;12,87
14.03.2024 15:32:46:131;12,51
14.03.2024 15:32:46:210;12,18
14.03.2024 15:32:46:288;11,89
14.03.2024 15:32:46:366;11,64
14.03.2024 15:32:46:444;11,41
14.03.2024 15:32:46:523;11,2
14.03.2024 15:32:46:600;11,02
14.03.2024 15:32:46:679;10,85
14.03.2024 15:32:46:757;10,69
14.03.2024 15:32:46:835;10,57
14.03.2024 15:32:46:913;10,44
14.03.2024 15:32:46:991;10,34
14.03.2024 15:32:47:069;10,25
14.03.2024 15:32:47:147;10,17
14.03.2024 15:32:47:226;10,1
14.03.2024 15:32:47:304;10,04
14.03.2024 15:32:47:382;9,98
14.03.2024 15:32:47:460;9,93
14.03.2024 15:32:47:538;9,89
14.03.2024 15:32:47:616;9,87
14.03.2024 15:32:47:695;9,85
14.03.2024 15:32:47:773;9,83
14.03.2024 15:32:48:007;9,83
14.03.2024 15:32:48:086;9,84
14.03.2024 15:32:48:164;9,85
14.03.2024 15:32:48:257;9,86
14.03.2024 15:32:48:335;9,88
14.03.2024 15:32:48:413;9,88
14.03.2024 15:32:48:492;9,89
14.03.2024 15:32:48:570;9,91
14.03.2024 15:32:48:648;9,92
14.03.2024 15:32:48:726;9,93
14.03.2024 15:32:48:804;9,94
14.03.2024 15:32:48:882;9,95
14.03.2024 15:32:48:960;9,96
14.03.2024 15:32:49:039;9,96
14.03.2024 15:32:49:117;9,98
14.03.2024 15:32:49:195;9,98
14.03.2024 15:32:49:273;10
14.03.2024 15:32:49:351;10,01
14.03.2024 15:32:49:429;10,01
14.03.2024 15:32:49:507;10,01
14.03.2024 15:32:49:586;10,02
14.03.2024 15:32:49:664;10,02
14.03.2024 15:32:49:742;10,03
14.03.2024 15:32:49:820;10,03
14.03.2024 15:32:49:898;10,04
14.03.2024 15:32:49:976;10,04
14.03.2024 15:32:50:055;10,05
14.03.2024 15:32:50:133;10,05
14.03.2024 15:32:50:212;10,05
14.03.2024 15:32:50:305;10,06
14.03.2024 15:32:50:383;10,06
14.03.2024 15:32:50:461;10,07
14.03.2024 15:32:50:539;10,07
14.03.2024 15:32:50:617;10,07
14.03.2024 15:32:50:696;10,08
14.03.2024 15:32:50:773;10,09
14.03.2024 15:32:50:852;10,09
14.03.2024 15:32:50:930;10,08
14.03.2024 15:32:51:008;10,09
14.03.2024 15:32:51:086;10,08
14.03.2024 15:32:51:164;10,09
14.03.2024 15:32:51:242;10,09
14.03.2024 15:32:51:320;10,09
14.03.2024 15:32:51:399;10,1
14.03.2024 15:32:51:477;10,09
14.03.2024 15:32:51:712;10,09
14.03.2024 15:32:51:789;10,1
14.03.2024 15:32:52:024;10,1
14.03.2024 15:32:52:102;10,1
14.03.2024 15:32:52:180;10,1
14.03.2024 15:32:52:274;10,1
14.03.2024 15:32:52:352;10,11
14.03.2024 15:32:52:430;10,11
14.03.2024 15:32:52:509;10,1
14.03.2024 15:32:52:587;10,11
14.03.2024 15:32:52:977;10,11
14.03.2024 15:32:53:056;10,12
14.03.2024 15:32:53:134;10,12
14.03.2024 15:32:53:447;10,12
14.03.2024 15:32:53:540;10,12
14.03.2024 15:32:53:618;10,12
14.03.2024 15:32:53:697;10,12
14.03.2024 15:32:53:790;10,12
14.03.2024 15:32:54:025;10,12
14.03.2024 15:32:54:103;10,12
14.03.2024 15:32:54:181;10,12
14.03.2024 15:32:54:259;10,12
14.03.2024 15:32:54:337;10,13
14.03.2024 15:32:54:416;10,13
14.03.2024 15:32:54:494;10,12
14.03.2024 15:32:54:572;10,13
14.03.2024 15:32:54:666;10,12
14.03.2024 15:32:54:822;10,12
14.03.2024 15:32:54:900;10,13
14.03.2024 15:32:54:978;10,13
14.03.2024 15:32:55:056;10,13
14.03.2024 15:32:55:134;10,13
14.03.2024 15:32:55:213;10,13
14.03.2024 15:32:55:291;10,13
14.03.2024 15:32:55:369;10,13
14.03.2024 15:32:55:603;10,13
14.03.2024 15:32:55:697;10,13
14.03.2024 15:32:55:931;10,13
14.03.2024 15:32:56:010;10,13
14.03.2024 15:32:56:166;10,13
14.03.2024 15:32:56:244;10,13
14.03.2024 15:32:56:322;10,13
14.03.2024 15:32:56:635;10,13
14.03.2024 15:32:56:713;10,13
14.03.2024 15:32:56:791;10,13
14.03.2024 15:32:56:869;10,13
14.03.2024 15:32:56:947;10,13
14.03.2024 15:32:57:025;10,13
14.03.2024 15:32:57:260;10,13
14.03.2024 15:32:57:338;10,13
14.03.2024 15:32:57:416;10,13
14.03.2024 15:32:57:729;10,13
14.03.2024 15:32:57:807;10,13
14.03.2024 15:32:57:885;10,13
14.03.2024 15:32:57:964;10,13
14.03.2024 15:32:58:057;10,13
14.03.2024 15:32:58:870;10,13
14.03.2024 15:32:58:948;10,14
14.03.2024 15:32:59:026;10,13
14.03.2024 15:32:59:104;10,13
14.03.2024 15:33:00:761;10,13
14.03.2024 15:33:00:839;10,13
14.03.2024 15:33:00:917;10,13
14.03.2024 15:33:00:995;10,13
14.03.2024 15:33:01:074;10,13
14.03.2024 15:33:01:230;10,13
14.03.2024 15:33:01:308;10,12
14.03.2024 15:33:01:386;10,13
14.03.2024 15:33:01:464;10,13
14.03.2024 15:33:01:543;10,13
14.03.2024 15:33:01:699;10,13
14.03.2024 15:33:01:777;10,13
14.03.2024 15:33:01:855;10,13
14.03.2024 15:33:01:933;10,13
14.03.2024 15:33:02:011;10,12
14.03.2024 15:33:02:089;10,13
14.03.2024 15:33:02:167;10,13
14.03.2024 15:33:02:246;10,13
14.03.2024 15:33:02:324;10,13
14.03.2024 15:33:02:402;10,12
14.03.2024 15:33:02:480;10,13
14.03.2024 15:33:02:559;10,13
14.03.2024 15:33:02:793;10,13
14.03.2024 15:33:02:871;10,13
14.03.2024 15:33:02:949;10,13
14.03.2024 15:33:03:027;10,13
14.03.2024 15:33:03:106;10,12
14.03.2024 15:33:03:183;10,13
14.03.2024 15:33:03:262;10,13
14.03.2024 15:33:03:340;10,12
14.03.2024 15:33:03:418;10,12
14.03.2024 15:33:03:496;10,13
14.03.2024 15:33:03:574;10,13
14.03.2024 15:33:03:668;10,13
14.03.2024 15:33:03:746;10,13
14.03.2024 15:33:04:075;10,13
14.03.2024 15:33:04:152;10,13
14.03.2024 15:33:04:231;10,13
14.03.2024 15:33:04:309;10,12
14.03.2024 15:33:04:387;10,13
14.03.2024 15:33:04:465;10,13
14.03.2024 15:33:04:544;10,13
14.03.2024 15:33:04:778;10,13
14.03.2024 15:33:04:856;10,13
14.03.2024 15:33:04:934;10,13
14.03.2024 15:33:05:012;10,13
14.03.2024 15:33:05:091;10,13
14.03.2024 15:33:05:169;10,13
14.03.2024 15:33:05:262;10,13
14.03.2024 15:33:05:763;10,13
14.03.2024 15:33:05:840;10,13
14.03.2024 15:33:05:919;10,13
14.03.2024 15:33:05:997;10,13
14.03.2024 15:33:06:075;10,13
14.03.2024 15:33:06:153;10,12
14.03.2024 15:33:06:231;10,13
14.03.2024 15:33:06:310;10,13
14.03.2024 15:33:06:482;10,13
14.03.2024 15:33:06:560;10,13
14.03.2024 15:33:06:638;10,13
14.03.2024 15:33:06:732;10,13
14.03.2024 15:33:06:809;10,13
14.03.2024 15:33:07:200;10,13
14.03.2024 15:33:07:278;10,13
14.03.2024 15:33:07:435;10,13
14.03.2024 15:33:07:513;10,13
14.03.2024 15:33:07:591;10,13
14.03.2024 15:33:07:670;10,13
14.03.2024 15:33:08:857;10,13
14.03.2024 15:33:08:935;10,13
14.03.2024 15:33:09:013;10,13
14.03.2024 15:33:09:092;10,13
14.03.2024 15:33:09:170;10,13
14.03.2024 15:33:09:639;10,13
14.03.2024 15:33:09:717;10,13
14.03.2024 15:33:09:795;10,13
14.03.2024 15:33:09:873;10,13
14.03.2024 15:33:09:951;10,13
14.03.2024 15:33:10:029;10,13
14.03.2024 15:33:10:108;10,13
14.03.2024 15:33:10:264;10,13
14.03.2024 15:33:10:342;10,13
14.03.2024 15:33:10:420;10,13
14.03.2024 15:33:10:498;10,13
14.03.2024 15:33:10:577;10,13
14.03.2024 15:33:10:655;10,13
14.03.2024 15:33:10:733;10,13
14.03.2024 15:33:11:045;10,13
14.03.2024 15:33:11:124;10,13
14.03.2024 15:33:11:202;10,13
14.03.2024 15:33:11:436;10,13
14.03.2024 15:33:11:514;10,13
14.03.2024 15:33:11:749;10,13
14.03.2024 15:33:11:842;10,13
14.03.2024 15:33:11:920;10,13
14.03.2024 15:33:11:999;10,13
14.03.2024 15:33:12:077;10,13
14.03.2024 15:33:12:155;10,12
14.03.2024 15:33:12:233;10,13
14.03.2024 15:33:12:311;10,13
